"","Instrument_name","Keywords","Keyword_count","Keyword_respondents","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"397","57_Prosocial behavior","","",1,"Social cognition and behavior,Personality,prosocial behavior,NA","0.5,0.33,0.17,0","1,1,1,209",1,"RADAR"
"398","58_Psychological Control Scale (PCS-YSR)","parenting,,parent-adolescent relationship quality,parent-adolescent relationships","2,1,1,1",2,"Parenting,NA","1,0","2,210",2,"RADAR"
"399","59_Pubertal Development Scale (PU)","","",0,"NA","NaN","210",0,"RADAR"
"400","6_Balanced Relatedness (BR)","autonomy support; parenting; friendship quality; marital quality (etc,depends in which relationship it is assessed)","1,1",1,"relationship quality,autonomy support,Parenting,NA","0.5,0.33,0.17,0","1,1,1,208",1,"RADAR"
"401","60_Public speaking","","",1,"Mental health,Physiology,NA","0.67,0.33,0","1,1,210",1,"RADAR"
"402","61_Rejection Sensitivity Questionnaire (RSQ)","","",0,"NA","NaN","210",0,"RADAR"
"403","62_Religious belief","","",0,"NA","NaN","210",0,"RADAR"
"404","63_Reynolds Adolescent Depression Scale (RADS) ","","",0,"NA","NaN","210",0,"RADAR"
"405","64_Saliency importance of friends/Perception similarity friends (SA)",",friendship characteristics; friendship norms,peer relationships","1,1,1",2,"Social cognition and behavior,peer relationships,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,209",2,"RADAR"
"406","65_Saliva to assess DNA and DNA methylation","","",0,"Physiology,NA","1,0","1,210",1,"RADAR"
"407","66_School Performance (SV)","","",0,"NA","NaN","210",0,"RADAR"
"408","67_Screen for Child Anxiety Related Emotional Disorders (SCARED)","","",0,"NA","NaN","210",0,"RADAR"
"409","68_Self-concept Clarity Scale (SCC)","","",1,"identity,Personality,NA","0.67,0.33,0","1,1,209",1,"RADAR"
"410","69_Self-Efficacy in the Nurturing Role (SENR)",",beliefs,cognition,parent-child,parenting,parenting dimension,self-perceptions","1,1,1,1,1,1,1",2,"Parenting,Cognition,Social cognition and behavior,Mental health,Personality,NA","0.5,0.17,0.17,0.08,0.08,0","1,1,1,1,1,210",2,"RADAR"
"411","7_Behavioral Inhibition Scale/Behavioral Activation Scale (BIS/BAS)",",personality,social relationships,temperament,temperament; personality","1,1,1,1,1",2,"Personality,Social cognition and behavior,NA","0.83,0.17,0","2,1,210",2,"RADAR"
"412","70_Sexuality (SX)",",intimate relationships,romantic relationships,sexual relationships","1,1,1,1",1,"Social and emotional development,Personality,Life history,Lifestyle,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,210",1,"RADAR"
"413","71_Stop Signal Task","executive functioning,impulse control,risk taking,temperament; self-control","1,1,1,1",2,"Personality,impulse control,NA","0.5,0.5,0","1,1,209",2,"RADAR"
"414","72_Strengths and Difficulties Questionnaire-Peer Relationships (SDQ-Peer)","adhd,aggression,anxiety,behavioral problems,depression,externalizing problem behavior,internalizing problem behavior,psychosocial adjustment,rule-breaking","1,1,1,1,1,1,1,1,1",1,"psychosocial adjustment,Social and emotional development,NA","0.67,0.33,0","1,1,209",1,"RADAR"
"415","73_Strengths and Difficulties Questionnaire-Prosocial (SDQ-Prosocial)","prosocial behavior,social functioning,social relationships","1,1,1",1,"Social and emotional development,NA","1,0","1,210",1,"RADAR"
"416","74_Substance Use (SU)",",drug use,externalizing behavior,substance use","1,1,1,1",2,"substance use,Mental health,Lifestyle,Physical health,NA","0.33,0.29,0.25,0.12,0","1,2,1,1,209",2,"RADAR"
"417","75_Substance Use during Pregnancy",",drug use,externalizing problems","1,1,1",1,"Physical health,Mental health,Lifestyle,NA","0.33,0.33,0.33,0","1,1,1,210",1,"RADAR"
"418","76_Temperament and Emotion Regulation (IBQ)","early personality characteristics,emotion regulation,temperament,temperament; personality","1,1,1,1",2,"Personality,Social and emotional development,NA","0.83,0.17,0","2,1,210",2,"RADAR"
"419","77_Temperament, Emotion Regulation, Impulsivity, Inhibitory Control (ECBQ-S, CBQ)","","",1,"Personality,NA","1,0","1,210",1,"RADAR"
"420","78_Time Spent with Others (TI)","adolescent peer relationships,depending on which relationship is assessed),friendships (etc,relationship quality; parent-child relationships","1,1,1,1",2,"Social and emotional development,relationship quality,Parenting,NA","0.67,0.25,0.08,0","2,1,1,209",2,"RADAR"
"421","79_Triangular Love Scale (TL)","intimacy,relationship quality,romantic relationship,young adulthood","1,1,1,1",1,"Social and emotional development,relationship quality,NA","0.67,0.33,0","1,1,209",1,"RADAR"
"422","8_Big Five (BF)","","",0,"NA","NaN","210",0,"RADAR"
"423","80_Utrecht-Management of Identity Committments Scale (U-MICS)",",adjustment,adolescent development,developmental tasks,identity,personal identity","1,1,1,1,1,1",1,"Social cognition and behavior,Social and emotional development,Personality,Lifestyle,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,210",1,"RADAR"
"424","81_Victimization (Slachtofferschap, SS)","","",1,"Social and emotional development,NA","1,0","1,210",1,"RADAR"
"425","82_Wechsler Intelligence Scale for Children (WISC)","children's intelligence,cognitive functioning,intelligence test","1,1,1",1,"cognitive functioning,NA","1,0","1,209",1,"RADAR"
"426","83_Workpresentation (WP)","adaptation,general functioning,social adjustment,social functioning","1,1,1,1",1,"Social cognition and behavior,Personality,Mental health,NA","0.5,0.33,0.17,0","1,1,1,210",1,"RADAR"
"427","84_Youth Self-Report (YSR) ","","",0,"NA","NaN","210",0,"RADAR"
"428","9_CHAOS Questionnaire","","",1,"household characteristics,NA","1,0","1,209",1,"RADAR"
"429","1_Adolescent Social Connections and Coping during COVID-19 Questionnaire - Social connections and Prosocial Behavior","covid-19,prosocial behavior,social connections","1,1,1",1,"covid-19,Social and emotional development,Mental health,prosocial behavior,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,208",1,"LCID"
"430","10_Children's Behavior Questionnaire - Discomfort, Fear, Perceptual sensitivity","","",0,"NA","NaN","210",0,"LCID"
"431","11_Children's Behavior Questionnaire - Effortful control","behavioral regulation,effortful control,inhibitory control,parent report","1,1,1,1",1,"Personality,Social cognition and behavior,Social and emotional development,NA","0.33,0.33,0.33,0","1,1,1,210",1,"LCID"
"432","12_Competentiebelevingsschaal voor Adolescenten","","",0,"NA","NaN","210",0,"LCID"
"433","13_Confusion, Hubbub and Order Scale","home environment,environmental chaos,household chaos","2,1,1",2,"Lifestyle,environmental measures,NA","0.5,0.5,0","1,1,209",2,"LCID"
"434","14_COVID-19 Open Questions","","",2,"covid-19,pandemic,well-being,NA","0.5,0.33,0.17,0","1,1,1,207",2,"LCID"
"435","15_Dictator Game","","",0,"NA","NaN","210",0,"LCID"
"436","16_Dutch Reactive and Proactive aggression Questionnaire","","",0,"NA","NaN","210",0,"LCID"
"437","17_Early Adolescent Temperament Questionnaire - Discomfort, Fear, Perceptual sensitivity","adolescence,discomfort,fearfulness,perceptual sensitivity,temperament","1,1,1,1,1",1,"Personality,NA","1,0","1,210",1,"LCID"
"438","18_Early Adolescent Temperament Questionnaire - Effortful control","effortful control,adolescence,attentional control,inhibitory control,temperament","2,1,1,1,1",2,"Social cognition and behavior,Personality,behavioral control,NA","0.67,0.17,0.17,0","2,1,1,209",2,"LCID"
"439","19_E-diary - Daily structure and activities of the children","","",0,"NA","NaN","210",0,"LCID"
"440","2_Alabama Parenting Questionnaire","","",0,"NA","NaN","210",0,"LCID"
"441","20_EEG during the Face Processing Task","","",0,"NA","NaN","210",0,"LCID"
"442","21_Faces paradigm","","",0,"NA","NaN","210",0,"LCID"
"443","22_Family Assessment Device","communication,family functioning,family relationships,general functioning,parenting","1,1,1,1,1",2,"Parenting,Lifestyle,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,210",1,"LCID"
"444","23_Family Interaction Task","parent-child interaction,family dynamics","2,1",2,"Parenting,family interaction,NA","0.83,0.17,0","2,1,209",2,"LCID"
"445","24_Fear of Negative Evaluation",",child report,negative evaluation,sensitivity to evaluation,social anxiety","1,1,1,1,1",2,"Social cognition and behavior,Mental health,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,210",2,"LCID"
"446","25_Feeling and Thinking Questionnaire","","",0,"NA","NaN","210",0,"LCID"
"447","26_Five-minute speech","","",0,"NA","NaN","210",0,"LCID"
"448","27_fMRI during the Self-concept Task","fmri,neuroimaging,self-concept","1,1,1",1,"Social cognition and behavior,Social and emotional development,neurobiology,NA","0.4,0.4,0.2,0","1,1,1,209",1,"LCID"
"449","28_Highly Sensitive Child Scale","child sensitivity,temperament","1,1",1,"Personality,Social cognition and behavior,NA","0.67,0.33,0","1,1,210",1,"LCID"
"450","29_Individual differences and preferences","individual differences,twins","1,1",1,"Personality,NA","1,0","1,210",1,"LCID"
"451","3_Attachment Script Assessment","attachment,parent-child relationship,secure base script","2,1,1",2,"Parenting,Social cognition and behavior,NA","0.83,0.17,0","2,1,210",2,"LCID"
"452","30_Interpersonal Reactivity Index","","",0,"NA","NaN","210",0,"LCID"
"453","31_Inventory of Callous-Unemotional Traits","antiscocial behavior,callous-unemotional traits,social behavior","1,1,1",1,"Social and emotional development,NA","1,0","1,210",1,"LCID"
"454","32_Investment Models Scale","","",1,"Mental health,Life history,NA","0.67,0.33,0","1,1,210",1,"LCID"
"455","33_Language Environment Analysis","environmental recording,lena","1,1",1,"environment,NA","1,0","1,209",1,"LCID"
"456","34_Musical Training Questionnaire","","",0,"NA","NaN","210",0,"LCID"
"457","35_MyChild - Empathy","empathy,guilt,internalized conduct,prosocial behavior,social behavior","3,1,1,1,1",3,"Social and emotional development,Social cognition and behavior,prosocial behavior,NA","0.67,0.28,0.06,0","3,2,1,209",3,"LCID"
"458","36_MyChild - Guilt","child development,child report,conscience,guilt","1,1,1,1",2,"Social and emotional development,Social cognition and behavior,NA","0.75,0.25,0","2,1,210",2,"LCID"
"459","37_MyChild - Obedience","","",0,"NA","NaN","210",0,"LCID"
"460","38_Observation Evening meal","evening meal,natural environment,observation,parent-child interaction","1,1,1,1",1,"Parenting,family interaction,NA","0.67,0.33,0","1,1,209",1,"LCID"
"461","39_Olweus Bully/Victim Questionnaire","behavioral control,bullying,empathy,social competence,social development,victimization","1,1,1,1,1,1",2,"Social and emotional development,Mental health,Social cognition and behavior,Cognition,Personality,Parenting,NA","0.5,0.17,0.13,0.1,0.07,0.03,0","2,1,1,1,1,1,210",2,"LCID"
"462","4_Behavioral Inhibition and Activation System","behavioral drive,behavioral inhibition","1,1",1,"Social cognition and behavior,NA","1,0","1,210",1,"LCID"
"463","40_Pandemic Questionnaire ","","",0,"NA","NaN","210",0,"LCID"
"464","41_Parenting Attitudes Questionnaire","discipline,parent-child relationship,parental attitudes,parenting,parenting attitudes,self-report,sensitivity","1,1,1,1,1,1,1",2,"Parenting,NA","1,0","2,210",2,"LCID"
"465","42_Parenting Daily Hassles","parenting,daily hassles,parenting difficulties,self-report","2,1,1,1",2,"Parenting,Mental health,NA","0.83,0.17,0","2,1,210",2,"LCID"
"466","43_Parenting Practices Questionnaire - Warmth/involvement","parenting,involvement,parental warmth,parental affection,parental attention,parental involvement,parental sensitivity,self-report,warmth","3,2,2,1,1,1,1,1,1",3,"Parenting,NA","1,0","3,210",3,"LCID"
"467","44_Parenting Scale","parental aggression,parental laxness,parenting attitudes,parenting behavior","1,1,1,1",1,"Parenting,NA","1,0","1,210",1,"LCID"
"468","45_Parenting Scale - Overreactivity","overreactivity,parenting,parental laxness,parental overreactivity,parenting behavior,self-report","2,2,1,1,1,1",3,"Parenting,NA","1,0","3,210",3,"LCID"
"469","46_Perceived Stress Scale","anxiety,perceived stress,stress","1,1,1",1,"Mental health,NA","1,0","1,210",1,"LCID"
"470","47_Pregnancy and Birth","","",0,"NA","NaN","210",0,"LCID"
"471","48_Previous Parenting Support","parenting,parenting support","1,1",1,"Parenting,NA","1,0","1,210",1,"LCID"
"472","49_Purdue Home Stimulation Inventory - Observation, interview","home environment,household chaos","1,1",1,"Lifestyle,home environment,NA","0.67,0.33,0","1,1,209",1,"LCID"
"473","5_Brief Symptom Inventory","anxiety,depression,hostility,interpersonal sensitivity","1,1,1,1",1,"Mental health,NA","1,0","1,210",1,"LCID"
"474","50_Questionnaire home environment - Daily routines (Sleep, Eat, Care, Media, Work)","care,eating,media,routines,sleep,work","1,1,1,1,1,1",1,"Lifestyle,NA","1,0","1,210",1,"LCID"
"475","51_Questions about school-going of the twins","academic achievement,academic development,school","1,1,1",1,"Demographics,Cognition,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,210",1,"LCID"
"476","52_Sally-Ann Task","theory of mind,child development,observation,tom","2,1,1,1",2,"Social and emotional development,Social cognition and behavior,NA","0.67,0.33,0","2,1,210",2,"LCID"
"477","53_Self-concept Task","","",0,"NA","NaN","210",0,"LCID"
"478","54_Sensitive Discipline - Do","","",0,"NA","NaN","210",0,"LCID"
"479","55_Sensitive Discipline - Don't","observation,parent-child relationship,parental sensitive discipline,parentin,parenting,sensitive discipline,sensitive limit-setting","1,1,1,1,1,1,1",2,"Parenting,NA","1,0","2,210",2,"LCID"
"480","56_Sensitivity - Etch-a-Sketch","parent-child interaction,parental sensitivity,observed parenting,parent-child collaboration","2,2,1,1",2,"Parenting,parent-child interaction,observation,NA","0.67,0.17,0.17,0","2,1,1,208",2,"LCID"
"481","57_Sensitivity - Family game (Familygame_quartet en Familygame_roach)","free play,observation,parent-child relationship,sensitivity","1,1,1,1",1,"Parenting,NA","1,0","1,210",1,"LCID"
"482","58_Sensitivity - Free play","parental sensitivity,parenting,sensitivity","1,1,1",1,"Parenting,NA","1,0","1,210",1,"LCID"
"483","59_Sensorimotor synchronization","","",0,"NA","NaN","210",0,"LCID"
"484","6_Buitenschoolse activiteiten (out of school activities)","extracurricular activities,hobbies","1,1",1,"daily routines,Social cognition and behavior,NA","0.67,0.33,0","1,1,209",1,"LCID"
"485","60_Social Contact","","",0,"NA","NaN","210",0,"LCID"
"486","61_Social Media Questionnaire","self-report,social media","1,1",1,"NA","NaN","210",0,"LCID"
"487","62_Social Media Questionnaire","","",1,"Lifestyle,Social cognition and behavior,NA","0.67,0.33,0","1,1,210",1,"LCID"
"488","63_Social Wellbeing Questionnaire","social selfconcept,social wellbeing","1,1",1,"Mental health,Social and emotional development,NA","0.67,0.33,0","1,1,210",1,"LCID"
"489","64_Strength and Difficulties Questionnaire","conduct problems,emotional problems,externalizing,hyperactivity,internalizing,peer problems,prosocial","1,1,1,1,1,1,1",1,"Social and emotional development,Mental health,NA","0.67,0.33,0","1,1,210",1,"LCID"
"490","65_Temperament in Middle Childhood Questionnaire - Discomfort, Fear, Perceptual sensitivity","differential susceptibility,discomfort,fear,perceptual sensitivity,temperament","1,1,1,1,1",1,"Social cognition and behavior,Personality,NA","0.67,0.33,0","1,1,210",1,"LCID"
"491","66_Temperament in Middle Childhood Questionnaire - Effortful control","effortful control,middle childhood,temperament","1,1,1",1,"Personality,Social and emotional development,NA","0.67,0.33,0","1,1,210",1,"LCID"
"492","67_Twin Social Interaction / Etch-a-Sketch among twins","","",1,"Social and emotional development,Social cognition and behavior,NA","0.67,0.33,0","1,1,210",1,"LCID"
"493","68_Twin Social Skills or Differences","individual differences,social competence,twins","1,1,1",1,"Personality,Social and emotional development,NA","0.5,0.5,0","1,1,210",1,"LCID"
"494","69_Visual Analogue Scale - Scanner related stress","scanner related stress,stress experience","1,1",1,"Mental health,neuroimaging,NA","0.67,0.33,0","1,1,209",1,"LCID"
"495","7_Cheating - Ball throwing","","",0,"NA","NaN","210",0,"LCID"
"496","70_Wildman items to screen for social desirability","","",1,"NA","NaN","210",0,"LCID"
"497","8_Cheating - Dog task","","",0,"NA","NaN","210",0,"LCID"
"498","9_Cheating - Word puzzle","behavioral control,cheating","1,1",1,"Social cognition and behavior,behavioral control,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,209",1,"LCID"
"499","1_ADHD symptoms (SWAN) questionnaire","adhd,attention deficit disorder,behavioral control,developmental psychopathology,hyperactivity,mental health,psychiatric symptoms,psychiatry,psychopathology,questionnaire","2,1,1,1,1,1,1,1,1,1",3,"Mental health,Social and emotional development,developmental disorder,questionnaire,NA","0.67,0.11,0.11,0.11,0","3,1,1,1,208",3,"YOUth"
"500","10_Brief Symptom Inventory (BSI)","health,medical,mental health,psychopathology,symptoms,wellbeing","1,1,1,1,1,1",2,"Mental health,Physical health,Social and emotional development,questionnaire,NA","0.61,0.17,0.11,0.11,0","3,1,1,1,209",3,"YOUth"
"501","11_Buccal","biological data,dna,epigenetics,oral mucosa","1,1,1,1",1,"Physiology,NA","1,0","1,210",1,"YOUth"
"502","12_Bullying behavior of/towards the child","ace adverse childhood experience,peers,questionnaire bullying,relationships,school,trust","1,1,1,1,1,1",1,"Social and emotional development,Social cognition and behavior,relationships,NA","0.5,0.33,0.17,0","1,1,1,209",1,"YOUth"
"503","13_Child Behavior Checklist (CBCL)","aandachtstekort/hyperactiviteitsproblemen,affectieve problemen,angstproblemen,cbcl,child behaviour,diagnostisch instrument,dsm-schalen,externaliserend,gedragsvragenlijst,internaliserend,mental development,oppositioneel- opstandige problemen,pervasieve ontwikkelingsproblemen,problem behavior child,problem behaviour,questionnaire,rapportage door ouders,skills of the child","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,"Social cognition and behavior,Social and emotional development,behavioural development,Mental health,NA","0.42,0.25,0.25,0.08,0","2,1,1,1,209",2,"YOUth"
"504","14_Child Gap Antisaccade","","",0,"NA","NaN","210",0,"YOUth"
"505","15_Child Gap Prosaccade","attention,visual attention,(saccadic) eye movements,attention shifting,behavioral control,behavioural control,central stimulus,eye-tracking,eye tracking,eyetracking,frontal lobe,gap-overlap task,gap task,gaze,peripheral stimulus,posner task,saccade,visual development,visual processing,visual system","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4,"Cognition,Social cognition and behavior,Physiology,Social and emotional development,visual development,NA","0.29,0.29,0.25,0.08,0.08,0","3,2,2,1,1,209",4,"YOUth"
"506","16_Childhood Trauma Questionnaire (CTQ)","abuse,child,childhood,emotions,neglect,questionnaire,self-report,trauma,traumatic event,traumatic experience","1,1,1,1,1,1,1,1,1,1",1,"Life history,Mental health,Physical health,NA","0.5,0.33,0.17,0","1,1,1,210",1,"YOUth"
"507","17_Child's report on parental behavior inventory (CRPBI)","","",0,"NA","NaN","210",0,"YOUth"
"508","18_Communicative Development Inventories (N-CDI) - Dutch","","",1,"language development,Cognition,NA","0.67,0.33,0","1,1,209",1,"YOUth"
"509","19_Competentie belevingsschaal - Adolescent (CBSA)","behavioral problems,self-identity,self-perception,social competence,,adolescent behavioral tendencies q.,adolescent daily life,adolescent emotional problems questionnaire,adolescent emotions,adolescent environment,adolescent lifestyle,adolescent school environment,adolescent self-perception,adolescent self-worth,adolescent skills,adolescent sports,adolescents,adolscent  social competence,adolscent self-identity,cbsa,competencies,emotion regulation,emotional problems,questionnaire,self-esteem,self-report,self-worth,skills,social skills","2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4,"Social and emotional development,Personality,Mental health,Social cognition and behavior,Lifestyle,adolescent emotional development,NA","0.58,0.19,0.09,0.08,0.03,0.02,0","4,3,2,1,1,1,209",4,"YOUth"
"510","2_Gender Identity (GI) questionnaire","demographics,gender,gender development,identity","1,1,1,1",2,"Social cognition and behavior,Demographics,gender development,questionnaire,NA","0.5,0.2,0.2,0.1,0","1,1,1,1,208",2,"YOUth"
"511","20_Comprehensive Early Childhood Parenting Questionnaire (CECPAQ)","parental support,responsiveness,affect,affection,behavior parents questionnare,cecpaq,discipline,early childhood,interactie met jong kind,opvoedgedrag ouders,opvoedklimaat,parental behavior,structure","2,2,1,1,1,1,1,1,1,1,1,1,1",2,"Parenting,Social and emotional development,opvoedgedrag,opvoedklimaat,Personality,ouder-kind interactie,NA","0.39,0.17,0.14,0.14,0.08,0.07,0","2,1,1,1,1,1,207",2,"YOUth"
"512","21_Cordblood","biological sample,dna,genetics,physiology","1,1,1,1",1,"Physiology,Physical health,NA","0.67,0.33,0","1,1,210",1,"YOUth"
"513","22_Cyberball","empathy,ostracism,prosocial behavior,social competence,social exclusion,social skills","1,1,1,1,1,1",1,"Social cognition and behavior,Personality,Social and emotional development,NA","0.5,0.25,0.25,0","1,1,1,210",1,"YOUth"
"514","23_Daily care","avond routine,caretaking,dagritme,dagschema,daily care,ochtend routine,ritme,routine,slaap en waak ritme,slaap ritme,verzorging,voeding","1,1,1,1,1,1,1,1,1,1,1,1",1,"Parenting,Lifestyle,daily routine,NA","0.33,0.33,0.33,0","1,1,1,209",1,"YOUth"
"515","24_Demographics","background,demographics","1,1",1,"Demographics,NA","1,0","1,210",1,"YOUth"
"516","25_Diffusion Tensor Imaging (DTI)","mri,brain,brain tissue,imaging,brain anatomy,brain development,brain functions,brain image,brain scan,brain structure,central nervous system,diffusion weighted imaging,dti,dwi,interaction,microstructure,microstructure of brain,mri scan,myelin,neural axons,neural development,neural networks,scan,tissue,white matter","3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Physiology,neurology,Physical health,brain,brain structure,Mental health,the brain,imaging,NA","0.41,0.17,0.11,0.1,0.07,0.06,0.06,0.03,0","3,1,1,1,1,1,1,1,205",3,"YOUth"
"517","26_Discount (Delay Gratification)","behavioral control,delay gratification,inhibition,behavioural inhibition,cognitive control,coping,coping behavior,decision-making,delay of gratification,delayed gratification,effortful control,experiment,gift,marshmallow task,marshmellow task,paradigm,patience,pleasant,reward","2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4,"Cognition,Social cognition and behavior,Social and emotional development,delay of gratification (paradigm),development of behavioral control,coping (behavior),Personality,behavioral control,cognitive development,Mental health,NA","0.26,0.12,0.12,0.12,0.08,0.08,0.06,0.06,0.04,0.03,0","2,1,2,1,1,1,1,1,1,1,205",4,"YOUth"
"518","27_Early adolescent temperament questionnaire - revised (EATQ-R)","personality,adolescents,coping,early adolescence,eatq-r,emotions,problem behavior,psychopathology,questionnaire,self-regulation,social competence,temperament,temperament questionnaire","2,1,1,1,1,1,1,1,1,1,1,1,1",3,"Personality,Mental health,Social and emotional development,Social cognition and behavior,coping,temperament,NA","0.5,0.22,0.12,0.09,0.04,0.02,0","3,2,2,1,1,1,208",3,"YOUth"
"519","28_Echo/3D Ultrasound","fetal brain development,prenatal brain development,second trimester,third trimester,ultrasound","1,1,1,1,1",1,"brain development,Mental health,Physical health,NA","0.5,0.33,0.17,0","1,1,1,209",1,"YOUth"
"520","29_Edinburgh Postnatal Depression Scale (EPDS)","depression,baby blues,depressive symptoms,eerst 1000 dagen,emotionele gezondheid ouder,epds,hechting ouder-kind,kop (kinderen van ouders met psychische problemen),opvoedklimaat,ouder-kind interactie,parent,parenthood,parents,postnatal,postnatal depression,postnatale depressie,psychopathology,questionnaire,scale,self-report,symptoms","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Mental health,Physical health,Parenting,postnatal,Physiology,Social and emotional development,questionnaire,NA","0.6,0.12,0.12,0.05,0.04,0.04,0.02,0","4,2,2,1,1,1,1,208",4,"YOUth"
"521","3_Adult Self Report (ASR)","psychopathology,adults,mental health","2,1,1",2,"Mental health,Personality,adulthood,Social and emotional development,questionnaire,NA","0.5,0.17,0.17,0.08,0.08,0","2,1,1,1,1,208",2,"YOUth"
"522","30_EEG coherence","brain,eeg,neuroimaging,passive watching","1,1,1,1",1,"Physiology,brain activity,Cognition,Social cognition and behavior,Social and emotional development,NA","0.29,0.29,0.14,0.14,0.14,0","1,1,1,1,1,209",1,"YOUth"
"523","31_EEG Face Emotion","brain,eeg,emotion recognition,neuroimaging,social competence,task","1,1,1,1,1,1",1,"Physiology,brain activity,Social and emotional development,Social cognition and behavior,Cognition,NA","0.29,0.29,0.21,0.14,0.07,0","1,1,1,1,1,209",1,"YOUth"
"524","32_EEG Face House","face processing,eeg,neural processing,visual development","2,1,1,1",2,"Social cognition and behavior,visual processing development,Cognition,Physiology,neural processing,experiment,NA","0.27,0.25,0.17,0.12,0.12,0.06,0","2,1,1,1,1,1,207",2,"YOUth"
"525","33_Family illness - Medical & Psychiatric","health,psychiatric symptoms,children,family members,first-degree family,illness,medical history,medical symptoms,mental health,parents,physical health,problems,psychiatry,psychopathology,questionnaire,self-report,symptoms","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,"Physical health,Mental health,Physiology,Life history,Demographics,Lifestyle,NA","0.37,0.33,0.1,0.1,0.07,0.03,0","2,2,1,1,1,1,210",2,"YOUth"
"526","34_Food Frequency Questionnaire (FFQ) - Pregnancy","diet pattern during pregnancy,eating,eating environment during pregnancy,ffq,food,food frequency,food intake during pregnancy,food lifestyle during pregnancy,meal composition during pregnancy,nutrition,pregnancy,pregnancy questionnaire,prenatal development","1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Lifestyle,Physical health,Physiology,NA","0.67,0.21,0.12,0","4,2,2,210",4,"YOUth"
"527","35_Food Frequency Questionnaire (FFQ) - Youth","","",0,"NA","NaN","210",0,"YOUth"
"528","36_Functional MRI Inhibition experiment","behavioral control,brain development,cognitive control,effortful control,imaging,inhibition,mri,neural develoment","1,1,1,1,1,1,1,1",1,"Cognition,behavioral control,Physiology,NA","0.4,0.4,0.2,0","1,1,1,209",1,"YOUth"
"529","37_General health","","",0,"NA","NaN","210",0,"YOUth"
"530","38_Hair","biological sample,cortisol,physiology,stress","1,1,1,1",1,"Physiology,Physical health,NA","0.83,0.17,0","2,1,210",2,"YOUth"
"531","39_Hand Game","behavioral control,inhibition,early childhood,hand gesture,non-verbal inhibitory control young children,self-regulation,the hand game,variation of luriaâ€™s hand game task","2,2,1,1,1,1,1,1",3,"Cognition,Social cognition and behavior,behavior,behavioral control,self-regulation,experiment,early childhood,NA","0.33,0.17,0.17,0.11,0.11,0.07,0.04,0","2,1,1,1,1,1,1,205",3,"YOUth"
"532","4_Ages and Stages Questionnaire - Social Emotional (ASQ-SE)","childhood,social-emotional development,social and emotional development","1,1,1",2,"Social and emotional development,childhood,questionnaire,NA","0.75,0.17,0.08,0","2,1,1,208",2,"YOUth"
"533","40_Infant Behavior Questionnaire Revised (IBQ-R)","infant,temperament,behavioral development,social emotional development","2,2,1,1",2,"Personality,temperament/personality,Social and emotional development,questionnaire,infancy,NA","0.33,0.25,0.17,0.17,0.08,0","1,1,1,1,1,207",2,"YOUth"
"534","41_Infant Face Popout","attention,eye tracking,face perception,face pop out,infancy,visual attention development,visual processing,visual search","1,1,1,1,1,1,1,1",2,"Cognition,Physiology,visual development,infancy,experiment,NA","0.5,0.17,0.17,0.08,0.08,0","2,1,1,1,1,207",2,"YOUth"
"535","42_Infant Pro Gap","","",0,"NA","NaN","210",0,"YOUth"
"536","43_Infant Social Gaze","attention,social processing","1,1",1,"Physiology,Social cognition and behavior,attention,experiment,infancy,NA","0.25,0.25,0.25,0.12,0.12,0","1,1,1,1,1,207",1,"YOUth"
"537","44_Inhibition experiment (mock scanner)","fmri,inhibition,anticipation,behavioral control,bold,frontal lobe,functional mri,practice,stop process","2,2,1,1,1,1,1,1,1",2,"Cognition,brain functioning,brain development,Physiology,NA","0.58,0.17,0.17,0.08,0","2,1,1,1,208",2,"YOUth"
"538","45_Interpersonal Reactivity Index (IRI)","compassie,empathy,emphatic concern,fantasy,feelings,interpersonal reactivity index,iri,personal distress,perspective taking","1,1,1,1,1,1,1,1,1",1,"Personality,Social cognition and behavior,Social and emotional development,Lifestyle,NA","0.33,0.33,0.22,0.11,0","1,1,1,1,210",1,"YOUth"
