"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"210","GenR","Somatic complaints and use of medication","both","","","corona,covid,disease,health,medical care,medication,somatic compaints","1,1,1,1,1,1,1","NA","NaN","192",0,"Health,NA","1,0","1,39",1,0
"211","GenR","Stability of Acitivities in the Family Environment-Revised (SAFE-R)","both","","","environment,family functioning,parenting,relationships","1,1,1,1","NA","NaN","192",0,"Social competence,Parenting,NA","0.67,0.33,0","1,1,39",1,0
"212","GenR","Stanford feeding questionnaire","both","eating behaviour,eating disorder,eating problems,feeding,picky eating","1,1,1,1,1","development,food preference,nutrition","1,1,1","Lifestyle,nutrition,NA","0.67,0.33,0","2,1,191",2,"Personality and individual differences,Lifestyle,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,2
"213","GenR","Strange Situation Procedure","both","attachment,attachment style,parent-child attachment,strange situation procedure","2,1,1,1","attachment,parent-child relationship,parenting","1,1,1","Parenting,Social and emotional development,Social cognition and behavior,NA","0.5,0.42,0.08,0","2,2,1,192",2,"Personality and individual differences,Parenting,NA","0.5,0.5,0","1,1,39",1,2
"214","GenR","Substance use","both","alcohol use,drugs use,smoking,substance use","1,1,1,1","addiction,alcohol,drug use,lifestyle,mental health,psychology,smoking,substance abuse,substance use,treatment","1,1,1,1,1,1,1,1,1,1","Lifestyle,Social cognition and behavior,NA","0.5,0.5,0","1,1,192",1,"Lifestyle,Health,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,1
"215","GenR","Taking care of your child","pilot",NA,NA,"day care,parenting","1,1",NA,NA,NA,NA,"Parenting,Demographics,NA","0.67,0.33,0","1,1,39",1,NA
"216","GenR","Tanner","both","puberty,tanner","1,1","development,health,physiology,puberty,secondary sexual characteristics","1,1,1,1,1","Physical health,Physiology,NA","0.67,0.33,0","1,1,192",1,"Physiology,Life history,NA","0.67,0.33,0","1,1,39",1,1
"217","GenR","Taste experience","both","","","bitter,experiment,food preferance,physiology,sweet","1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"218","GenR","Teacher Report Form (TRF)","both","","","adhd,aggression,behavior,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","Social and emotional development,Mental health,NA","0.67,0.33,0","1,1,192",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"219","GenR","The child","pilot",NA,NA,"corona,covid,diseases,health,infection","1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.67,0.33,0","1,1,39",1,NA
"220","GenR","The first days","both","","","birth,delivery,health,hospitalization,life history","1,1,1,1,1","NA","NaN","192",0,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,0
"221","GenR","The Parenting Scale: dysfunctional parenting in discipline situations","both","discipline,parenting","1,1","corporal punishment,discipline,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,192",1,"Parenting,NA","1,0","1,39",1,1
"222","GenR","The Perception of Teasing Scale (POTS)","both","","","body image,bullying,mental health,obesity,psychology,self perception,victimization","1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,0
"223","GenR","The pregnancy and childbirth","both","birth characteristics,pregnancy characteristics","1,1","anticonception,antropomethrics,birth,birth complications,blood pressure,delivery,gestational age,gestational diabetes,life history,pregnanct","1,1,1,1,1,1,1,1,1,1","Physiology,Physical health,NA","0.67,0.33,0","1,1,192",1,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,1
"224","GenR","The short obsessive compulsive disorder screener (SOCS)","both","obsessive compulsive disorder,compulsions,mental health,obsessions,obsessive compulsive symptoms,ocd,ocd symptoms,psychology","2,1,1,1,1,1,1,1","coping,diagnosis,hoarding,mental health,obsessive compulsive disorder,psychiatry,psychology,rumination,worrying","1,1,1,1,1,1,1,1,1","Mental health,psychiatric health,Personality,psychiatry,NA","0.61,0.22,0.11,0.06,0","3,1,1,1,190",3,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,3
"225","GenR","The three-factor eating questionnaire","both","eating behavior,food intake","2,1","behavior,food preference,nutrition","1,1,1","Lifestyle,food intake,eating behavior,NA","0.67,0.25,0.08,0","2,1,1,190",2,"Lifestyle,Personality and individual differences,NA","0.5,0.5,0","1,1,39",1,2
"226","GenR","Ultrasound heart","pilot",NA,NA,"cardiovascular disease,cardiovascular health,coronary artery disease,heart,imaging,physiology,ultrasound","1,1,1,1,1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"227","GenR","Urine sample","both","","","biological sample,biomarkers,hormones,infection,inflammation,omics,physiology,urine","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"228","GenR","Utrechtse coping lijst (UCL)","both","coping,coping styles,proactive,problem handling,reaction,reactive","1,1,1,1,1,1","coping,depression,emotions,problem solving,psychology,social competence,social support,stress","1,1,1,1,1,1,1,1","Cognition,Mental health,NA","0.67,0.33,0","1,1,192",1,"mental health,Personality and individual differences,Social competence,NA","0.5,0.33,0.17,0","1,1,1,38",1,1
"229","GenR","Wechsler Intelligence Scale  (WISC-V Subset vocabulary)","pilot",NA,NA,"cognition,intelligence,language,verbal intelligence,vobabulary","1,1,1,1,1",NA,NA,NA,NA,"Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,NA
"230","GenR","Wechsler Intelligence Scale (WISC-V subsets)","survey","intelligence,iq,wisc-v","1,1,1",NA,NA,"Cognition,NA","1,0","1,192",1,NA,NA,NA,NA,1
"231","GenR","Wellbeing (affective and cognitive)","both","emotional development,mental health","1,1","happiness,mental health,quality of life,satisfaction with life,wellbeing","1,1,1,1,1","Social and emotional development,Social cognition and behavior,Mental health,NA","0.5,0.33,0.17,0","1,1,1,192",1,"mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,1
"232","GenR","Work and working conditions","both","dangerous work environment,occupation,toxic exposure,work,working conditions","1,1,1,1,1","demographics,environment,exposome,pollutants,toxics,work","1,1,1,1,1,1","parental physical health,Physical health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,191",1,"Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,1
"233","GenR","Your child's health","pilot",NA,NA,"birth,congenial diseases,diseases,health","1,1,1,1",NA,NA,NA,NA,"Health,NA","1,0","1,39",1,NA
"234","GenR","Youth self report (YSR)","both","","","adhd,aggression,behavior,developmental psychology,diagnosis,externalizing disorders,internalizing disorders,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
