"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"305","Taking care of your child","day care,parenting","1,1","Parenting,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"306","Tanner","development,health,physiology,puberty,secondary sexual characteristics","1,1,1,1,1","Physiology,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"307","Taste experience","bitter,experiment,food preferance,physiology,sweet","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"308","Teacher Report Form (TRF) ","adhd,aggression,behavior,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"309","The child","corona,covid,diseases,health,infection","1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"310","The first days","birth,delivery,health,hospitalization,life history","1,1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"311","The Parenting Scale: dysfunctional parenting in discipline situations","corporal punishment,discipline,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"312","Borderline Personality Features Scale for Children","borderline personality disorder,developmental psychology,diagnosis,emotional liability,hostility,impulsivity,mental health,psychiatry,psychology,self-harm","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"313","The Perception of Teasing Scale (POTS)","body image,bullying,mental health,obesity,psychology,self perception,victimization","1,1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"314","The pregnancy and childbirth","anticonception,antropomethrics,birth,birth complications,blood pressure,delivery,gestational age,gestational diabetes,life history,pregnanct","1,1,1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"GenR"
"315","The short obsessive compulsive disorder screener (SOCS)","coping,diagnosis,hoarding,mental health,obsessive compulsive disorder,psychiatry,psychology,rumination,worrying","1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"316","The three-factor eating questionnaire","behavior,food preference,nutrition","1,1,1","Lifestyle,Personality and individual differences,NA","0.5,0.5,0","1,1,39",1,"GenR"
"317","Ultrasound heart","cardiovascular disease,cardiovascular health,coronary artery disease,heart,imaging,physiology,ultrasound","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"318","Urine sample","biological sample,biomarkers,hormones,infection,inflammation,omics,physiology,urine","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"319","Utrechtse coping lijst (UCL)","coping,depression,emotions,problem solving,psychology,social competence,social support,stress","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Social competence,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"320","Wechsler Intelligence Scale  (WISC-V Subset vocabulary)","cognition,intelligence,language,verbal intelligence,vobabulary","1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"321","Wellbeing (affective and cognitive)","happiness,mental health,quality of life,satisfaction with life,wellbeing","1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"322","Work and working conditions","demographics,environment,exposome,pollutants,toxics,work","1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"323","Brain structure","brain imaging,brain structure,exography,physiology,structural brain imaging","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"324","Your child's health","birth,congenial diseases,diseases,health","1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"325","Youth self report (YSR)","adhd,aggression,behavior,developmental psychology,diagnosis,externalizing disorders,internalizing disorders,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"326","Breastfeeding","addiction,breastfeeding,life history,life style,medication,nutrition,smoking,substance abuse,substance use,supplements","1,1,1,1,1,1,1,1,1,1","Life history,Health,Lifestyle,mental health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,"GenR"
"327","Brief problem monitor-youth form (BMP-p)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"328","Brief symptom inventory (BSI)","anxiety,coping,depression,diagnosis,emotion regulation,feelings,psychiatry,psychology,stress","1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"329","Briefproblem monitor from the youth self report","adhd,aggression,behavior,depression,developmental psychology,emotions,externalizing behavior,internalizing behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"330","Bullying and Victimization","aggression,bullying,coping,hostility,physical aggression,psychology,relational aggression,school,victimization","1,1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"331","Cannabis Experiences Questionnaire - Intoxication effects checklist (CEQ-I)","additiction,cannabis,health,psychology,smoking,soft drugs,substance abuse,substance use,tabacco,weed","1,1,1,1,1,1,1,1,1,1","Lifestyle,mental health,Health,Life history,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,38",1,"GenR"
"332","Cardiac and renal structure","bladder,cardiovasculair,ecography,heart,physiology,renal,vessels","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"333","Accidents","accidents,health,hospitalization,life events,medical history,trauma","1,1,1,1,1,1","Life history,Health,medical history,NA","0.5,0.25,0.25,0","2,1,1,38",2,"GenR"
"334","Cardiac development","arteries,blood vessels,cardiavascular,development,ecography,heart","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"335","CBCL 6-18-Competence scales","behavior,developmental psychology,peers,psychology,social competence","1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"336","Child Behavior Checklist (CBCL)","adhd,aggression,behavior,depression,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"337","Child Behavior Questionnaire (CBQ)","affect,behavior,effortful control,personality,surgency,temperament","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"338","Child Behaviour Conflicts Scale","behavior,conflict,corporal punishment,family functioning,parent-child relationship,parenting","1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"339","Child care","care,demographics,family composition,parenting,school","1,1,1,1,1","Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"340","Child caregiving involvement scale","involvement,parent-child relationship,parenting","1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"341","Child Feeding Questionnaire (CFQ).","nutrition,parenting","1,1","Life history,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"342","Child Health Questionnaire Parent - CHQ-PF28","disease,disorders,health,hospitalization,medication,subjective health,treatments","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"343","Child-care attitude and emotional disturbance among mothers of young children","affect,coping,emotions,parent-child relationship,parenting","1,1,1,1,1","mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,"GenR"
"344","Actigraphy ","sleep,accelerometer,ambulatory monitoring,insomnia","2,1,1,1","Physiology,Health,sleep,NA","0.5,0.38,0.12,0","1,1,1,38",2,"GenR"
"345","Childhood trauma questionnaire (CTQ)","abuse,life event,neglect,psycholgy,trauma","1,1,1,1,1","Life history,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"346","Children’s body image scale","anorexia,body image,bulimia,psychology,self perception","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"347","Children’s Eating Behaviour Questionnaire (CEBQ)","behavior,development,eating,food,food preferences,nutrition","1,1,1,1,1,1","Personality and individual differences,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"348","Children’s worry management scale","coping,development,obsessive compulsive,problem solving,psychology,stress","1,1,1,1,1,1","Personality and individual differences,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"GenR"
"349","Child's health","development,diseases,health,hospitalization,injuries,leisure time,pain,sleep,trauma,treatment","1,1,1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"350","Child's perception of neighborhood","environment,perception,safety","1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"351","Compliance and active resistance","attachement,compliance,parent-child relationship,parenting,resistance","1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"352","Composite International Diagnostic Interview (CIDI) (psychiatric)","addiction,anxiety,bipolar disorder,depression,diagnosis,interview,post traumatic stress disorder,psychiatry,psychology,schizophrenia","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"353","Conners rating scale","adhd,attention,behavior,developmental psychology,hyperactivity,impulsivity,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"354","Cord blood sample at birth","biological sample,biomarkers,birth,cord blood,omics,physiology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"355","Adapted children’s sleep habits questionnaire – sleep self report","sleep,insomnia,nocturnal enuresis","2,1,1","Personality and individual differences,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"GenR"
"356","COVID-19 infection measures","behavior,coping,covid,disease,health,health behavior,life events,stress","1,1,1,1,1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"357","COVID-19 specific items ","behavior,coping,covid,disease,health,health behavior,hospitailization,infection","1,1,1,1,1,1,1,1","Life history,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"358","Criticism and Emotional Overinvolvement (EO)","emotion regulation,interview,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"359","Crying","coping,development,temperament","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"360","Culture, social contacts","demographics,ethnicity,peers,relationships,social competence,social contacts","1,1,1,1,1,1","Social competence,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"361","Delinquent behaviour","arrests,behavior,criminal record,delinquency,incarceration,judicial contact,life event,oppositional defiant behavior,psychology","1,1,1,1,1,1,1,1,1","Life history,Personality and individual differences,mental health,Health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,"GenR"
"362","Delusions -  Derived from K-SADS","delusions,diagnosis,hallucinations,psychiatry,psychology,schizophrenia,thought problems","1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"363","Demographics (education, age, living situation)","age,demographics,education,family composition,gender,housing,sex,social economic status","1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"364","Dental status and development","caries,dental,development,health,imaging,physiology,plaque,teeth","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"365","Development and behavior (Motor, language and skills - IDI'94, ISAAC)","behavior,development,language,milestones,motor development","1,1,1,1,1","Physiology,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"366","Air pollution exposure","environment,pollution,air quality,noise,urbanization","2,2,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"367","Drive for Muscularity Scale","body image,motivation,muscles,self perception","1,1,1,1","Personality and individual differences,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"368","Dutch Eating Behaviour Questionnaire (DEBQ)","anorexia,behavior,bulimia,eating,nutrition","1,1,1,1,1","Personality and individual differences,Lifestyle,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"369","Dutch Harter’s Self-Perception Profile for Children","competence,self-perception","1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"370","Early Adolescent Temperament Questionnaire ","emotional stability,personality,temperament","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"371","eating behavior (snacks, fastfood)","behavior,covid,eating,food preference,nutrition","1,1,1,1,1","Life history,Lifestyle,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"372","Eating behavior + watching tv","behavior,eating,food preferences,leisure time,nutrition,sedentary behavior,television","1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"373","Edinburgh postnatal depression scale (EPDS)","anxiety,birth,depression,diagnosis,postpartum depression,pregnancy,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"374","Education and work","demographics,education,school,work","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"375","Electro cardiography (ECG)","electro cardiograph,functional imaging,imaging,physiology","1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"376","Emotional complaints","anxiety,coping,depression,emotion,life history,psychiatry,psychology,psychosis,schizophrenia,stress","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"377","Alabama Parenting Questionnaire","parenting,affect,corporal punsihment,discipline,involvement,supervision","2,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"378","Emotional regulation/temperament (4 Lab-TAB tasks)","emotion regulation,observation,parent-child relationships,parenting,personality,temperament","1,1,1,1,1,1","Personality and individual differences,Parenting,NA","0.67,0.33,0","1,1,39",1,"GenR"
"379","Empathy for children and Adolescents (IECA)","empathy,social competence,theory of mind","1,1,1","Personality and individual differences,Cognition,Social competence,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"380","Endothelial function","arteries,blood vessels,cardiovasculair,cardiovascular disease,coronary artery disease,heart,imaging,physiology","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"381","Eyes (incl. children's reading)","eyes,glasses,health,leisure time,light,physiology,reading,sedentary behavior,sight,social media","1,1,1,1,1,1,1,1,1,1","Lifestyle,Physiology,NA","0.67,0.33,0","1,1,39",1,"GenR"
"382","Eyes, retinal vasculature, refraction (retinal imaging)","eyes,health,imaging,physiology,sight","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"383","Eyes: visual acuity, retinal picture, refraction, IOL master, OCT","eyes,health,imaging,physiology,sight","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"384","Face development","antropometrics,development,imaging","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"385","Faeces sample for microbiota","biological sample,faeces,gut microbiome,meta-genomics,microbiome,microbiota,omics,physiology","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"386","Family Assessment Device (FAD), general functioning subscale (GF)","conflict,family functioning,interactions,organization,relationships","1,1,1,1,1","Personality and individual differences,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"387","Family in which you grew up (CBS GE, GLOBE)","age,demographics,education,family composition,sex,social economic status,work","1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"388","Anxiety/depression ","anxiety,covid,depression,diagnosis,life event,psychiatry,psychology","1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"389","Family situation (incl. Marital status, composition)","demographics,divorce,family composition,marital status","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"390","Feeding (nutrition)","behavior,feeding,food,food preference,nutrition","1,1,1,1,1","Lifestyle,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"391","Feeding your child","development,eating,health,nutrition,supplements,toilet training","1,1,1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,"GenR"
"392","Fetal brain development","brain imaging,ecography,gestation,imaging,physiology,pregnancy,preterm","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"393","Fetal growth patterns (head circumference, biparietal diameter, abdominal circumference, femur length)","antropometics,ecography,physiology","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"394","Food frequency questionnaire. FFQ ","diet,food preferences,nutrition","1,1,1","Lifestyle,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"395","Friendship quality questionnaire","friendships,peers,relationships,social competence","1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"396","Gender experiences (GIDYQ)","gender,identity,sex,sexuality","1,1,1,1","Personality and individual differences,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"397","General health","allergies,chronic conditions,diseases,health,life events,medical history,subjective health","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"398","General health/chronic diseases","chronic conditions,covid,diseases,health,subjective health","1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"399","Arc’s self-determination scale","independence,personality,self determination,self perception","1,1,1,1","Personality and individual differences,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"400","Hair sample","biological sample,biomarkers,hormones,physiology","1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"401","Handedness","ambitexterous,handedness,laterality,physiology","1,1,1,1","Physiology,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"402","Harter’s Self-Perception Profile for Children ","competence,development,self perception","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"403","Health Behaviour in School-aged Children (HBSC)","food preference,health,health behavior,nutrition","1,1,1,1","Lifestyle,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"404","Health during this pregnancy","complications,disease,gestational diabetes,health,infections,pregnancy","1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"405","Health related quality of-life","health,mental health,quality of life,subjective health,wellbeing","1,1,1,1,1","Health,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"406","Hearing","audiometry,hearing,noise,physiology,tympanometry","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"407","Height, weight, head circumference, skinfold thickness (subcutaneous fat mass), waist-hip ratio, referal to doctor, and vaccinations","antropometrics,development,health,medical care,obesity,vaccinations","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"408","Home (damp, stains, smoking, pets, noise)","environment,neighborhood,noise,pollution,social economic status","1,1,1,1,1","Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"409","Home and family situation","demographics,family composition,finance,income,social economic status","1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"410","Acculturation Scale (AC)","acculturation,attachment,belonging,cultural / ethnic identity,culture,identity,immigration","1,1,1,1,1,1,1","identity ? (really not sure where to put it),Personality and individual differences,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",2,"RADAR"
"411","Child Behavior Checklist (CBCL)","adhd,aggression,anxiety,child adjustment,child problem behavior,conduct disorder,depression,developmental psychology,diagnosis,disruptive child behavior,internalizing and externalizing symptoms,oppositional defiant disorder,psychiatry,psychology,psychopathology,well-being","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","Health,mental health,Personality and individual differences,NA","0.5,0.33,0.17,0","2,1,1,38",2,"RADAR"
"412","Child depression","depression,developmental psychology,diagnosis,emotional liability,internalizing symptoms,mental health,psychiatry,psychology,psychopathology,well-being","2,1,1,1,1,1,1,1,1,1","Health,mental health,NA","0.67,0.33,0","2,1,38",2,"RADAR"
"413","Childhood Trauma Questionnaire (CTQ)","abuse,child abuse,childhood trauma,emotional abuse,emotional neglect,environment,mental health,neglect,physical abuse,physical neglect,psychology,psychopathology,ptsd,sexual abuse,trauma","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","Life history,Health,mental health,NA","0.58,0.25,0.17,0","2,2,1,38",2,"RADAR"
"414","Children / pregnancy","birth,demographics,family composition,family structure,pregnancy","1,1,1,1,1","Demographics,Life history,Health,NA","0.67,0.25,0.08,0","2,1,1,39",2,"RADAR"
"415","Children's Report of Parental Behavior Inventory (CRPBI)","parenting,behavior,parent-child relationship,parental behaviors,psychological controls","2,1,1,1,1","Parenting,NA","1,0","2,39",2,"RADAR"
"416","Class","class,demographics,education,grade,school","1,1,1,1,1","Demographics,Life history,NA","0.83,0.17,0","2,1,39",2,"RADAR"
"417","Comprehensive Early Childhood Parenting Questionnaire (CECPAQ)","parenting,discipline,parent-child relationship,psychology","2,1,1,1","Parenting,NA","1,0","2,39",2,"RADAR"
"418","Conflict Awareness (CA)","aggression,arguing,conflict,interparental conflict,parenting,perception,relationship quality,social competence","1,1,1,1,1,1,1,1","Social competence,Parenting,NA","0.83,0.17,0","2,1,39",2,"RADAR"
"419","Conflict Resolution Style Inventory (CRSI)","conflict,conflict resolution,personality,problem solving,psychology,relationship quality","1,1,1,1,1,1","Personality and individual differences,Social competence,NA","0.5,0.5,0","2,2,39",2,"RADAR"
"420","Conflict task","affect,autonomy,conflict,dominance,emotions,observation,observed behaviors,parent-child interaction,parent-child relationship,parent-child relationship quality,parenting,social competence","2,1,1,1,1,1,1,1,1,1,1,1","Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,"RADAR"
"421","Adult Self-Report (ASR)","adhd,aggression,anxiety,depression,diagnosis,externalizing behavior,internalizing and externalizing symptoms,internalizing behavior,mental health,obsessive compulsive disorder,psychiatry,psychology,psychopathology,well-being","1,1,1,1,1,1,1,1,1,1,1,1,1,1","Health,mental health,NA","0.67,0.33,0","2,1,38",2,"RADAR"
"422","Cortisol awakening response","stress,biological marker,biomarker,cortisol,hormones,saliva","2,1,1,1,1,1","Physiology,Health,NA","0.83,0.17,0","2,1,39",2,"RADAR"
"423","Daily Hassles (DH)","stress,coping,daily stressors,minor stressors,psychology","2,1,1,1,1","Life history,Health,Personality and individual differences,NA","0.5,0.33,0.17,0","2,1,1,39",2,"RADAR"
"424","Daily Mood Device (DMD)","emotions,mood,affect,ambulatory monitoring,anxiety,depression,electronic monitoring,emotional development,feelings,happiness,psychology,well-being,wellbeing","2,2,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"425","Day of birth","demographics,age","2,1","Demographics,NA","1,0","1,39",1,"RADAR"
"426","Daycare, sickness, eating/drinking","child care,demographics,general information,health,home visit,nutrition","1,1,1,1,1,1","Demographics,Health,Lifestyle,Life history,NA","0.33,0.33,0.17,0.17,0","1,2,1,1,39",2,"RADAR"
"427","Delay of Gratification Task ","behavioral control,affect,arousal,attention,cognition,impulse control,inhibition,self-control,self-regulation,self control,self regulation","2,1,1,1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"RADAR"
"428","Delinquency - Self-Report of Delinquent Behavior (ZD)","arson,behavior,delinquency,delinquent behavior,externalizing behavior,externalizing symptoms,psychology,psychopathology,rule-breaking behavior,rule breaking,rule defiance,theft,violence","1,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"429","Delinquent Friends/Basic Questionnaire Peers (BL)","friendships,peers,delinquency,externalizing behavior,friends,peer affiliation,peer contact,peer delinquency,peer pressure,social competence","2,2,1,1,1,1,1,1,1,1","mental health,Health,Social competence,NA","0.5,0.25,0.25,0","1,1,1,38",1,"RADAR"
"430","Demographics","age,demographic information,demographics,education,gender,marital status,personal information,religion,social economic status,work","1,1,1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"431","Diagnostic Interview Schedule for Children (DISC-IV)","adhd,anxiety,conduct disorder,depression,developmental psychology,diagnosis,disruptive behavior disorder,externalizing psychopathology,interview,mental health,oppositional defiant disorder,psychiatry,psychology,psychopathology","1,1,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"432","Adult Temperament Questionnaire - Effortful Control (AT)","temperament,emotion regulation,impulsivity,inhibition,personality,self-regulation,self control","2,1,1,1,1,1,1","Personality and individual differences,NA","1,0","2,39",2,"RADAR"
"433","Difficulties in Emotion Regulation Scale (DERS)","emotion regulation,cognition,emotional awareness,impulsivity,social competence","2,1,1,1,1","Personality and individual differences,Health,Cognition,NA","0.42,0.33,0.25,0","2,1,1,39",2,"RADAR"
"434","Direct and Indirect Aggression Scales","aggression,externalizing behavior,externalizing behaviors,physical aggression,psychology,psychopathology,verbal aggression,violence","2,1,1,1,1,1,1,1","Health,Social competence,mental health,NA","0.33,0.33,0.33,0","2,1,1,38",2,"RADAR"
"435","Disclosure/Secrecy (DS)","disclosure,information management,personality,relationship quality,relationshipa,secrets,self-concealment,social competence","1,1,1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"RADAR"
"436","Discussion task","parent-child relationship,affect,autonomy,dominance,emotions,interaction behaviors,observation,parent-child communication,parent-child interaction,social competence","2,1,1,1,1,1,1,1,1,1","Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,"RADAR"
"437","Empathy Task (EMP)","empathy,asd,autism,cognition,emotional development,heart rate,social behavior,theory of mind","2,1,1,1,1,1,1,1","Personality and individual differences,Cognition,Social competence,Health,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,39",2,"RADAR"
"438","Father figure","family composition,family structure,relationships","1,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"439","Free Observation (IT-HOME)","environment,home environment,observation,parent-child interactions,sibling interactions,social competence","1,1,1,1,1,1","Parenting,Demographics,Lifestyle,Social competence,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,39",2,"RADAR"
"440","Free Play Observation","attachement,child behavior,child development,development,developmental delays,observation,play,social-emotional development,temperament","1,1,1,1,1,1,1,1,1","Social competence,general development ?,NA","0.67,0.33,0","2,1,38",2,"RADAR"
"441","Identity Styles Inventory (IS)","identity,personality","2,1","Personality and individual differences,identity,NA","0.67,0.33,0","2,1,38",2,"RADAR"
"442","Index of Empathy for Children and Adolescents (IECA)","empathy,asd,autism,development,emotional development,social behavior,theory of mind","2,1,1,1,1,1,1","Personality and individual differences,Cognition,Social competence,NA","0.5,0.25,0.25,0","2,1,2,39",2,"RADAR"
"443","Ages and Stages Social-Emotional (ASQ-SE)","child development,developmental delays,emotional intelligence,interpersonal relationships,personality,social competence,social skills,temperament","1,1,1,1,1,1,1,1","Personality and individual differences,Social competence,Health,NA","0.5,0.33,0.17,0","1,1,1,39",2,"RADAR"
"444","Infant-Toddler Social and Emotional Assessment","aggression,development,emotional development,empathy,personality,social behavior,social development,temperament","1,1,1,1,1,1,1,1","Health,Personality and individual differences,Social competence,NA","0.33,0.33,0.33,0","1,1,2,39",2,"RADAR"
"445","Interpersonal Conflict Questionnaire (ICQ)","aggression,conflict,relationship quality,relationships,social behavior,social competence","1,1,1,1,1,1","Personality and individual differences,Social competence,NA","0.67,0.33,0","1,1,39",1,"RADAR"
"446","Interpersonal Reactivity Index (IRI)","empathy,asd,autism,emotional development,relationships,social behavior,social competance,theory of mind","2,1,1,1,1,1,1,1","Personality and individual differences,Social competence,Cognition,NA","0.5,0.33,0.17,0","2,2,1,39",2,"RADAR"
"447","Iowa Gambling Task","cognition,decision making,motivation,personality,problem solving,risk seeking","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"RADAR"
"448","Level of Expressed Emotion (LEE)","emotion,emotional climate,emotional development,emotional support,empathy,parent-child relationship quality,psychology,social competence","1,1,1,1,1,1,1,1","Personality and individual differences,Social competence,NA,emotional climate","0.5,0.5,0,0","1,1,38,1",1,"RADAR"
"449","Life events","coping,life events,life history,stress,trauma","1,1,1,1,1","Life history,NA","1,0","1,39",1,"RADAR"
